index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province
7387,clsc de saint-élie-de-caxton,local community services centre (clsc),Ambulatory health care services,Province of Québec,,52,chemin des loisirs,G0X2N0,saint-élie-de-caxton,qc
7388,clsc de saint-épiphane,local community services centre (clsc),Ambulatory health care services,Province of Québec,,211,rue du couvent,G0L2X0,saint-épiphane,qc
7389,clsc de sainte-agathe-des-monts,local community services centre (clsc),Ambulatory health care services,Province of Québec,,2,rue préfontaine ouest,J8C1C3,sainte-agathe-des-monts,qc
7390,clsc de sainte-anne-des-monts,local community services centre (clsc),Ambulatory health care services,Province of Québec,,50,rue du belvédère,G4V1X4,sainte-anne-des-monts,qc
7391,clsc de sainte-foy - sillery,local community services centre (clsc),Ambulatory health care services,Province of Québec,,3108,chemin sainte-foy,G1X1P8,québec,qc
7392,clsc de salaberry-de-valleyfield,local community services centre (clsc),Ambulatory health care services,Province of Québec,,71,rue maden,J6S3V4,salaberry-de-valleyfield,qc
7393,clsc de sayabec,local community services centre (clsc),Ambulatory health care services,Province of Québec,,7,rue saindon,G0J3K0,sayabec,qc
7394,clsc de schefferville,local community services centre (clsc),Ambulatory health care services,Province of Québec,,320,rue a-p-low,G0G2T0,schefferville,qc
7395,clsc de sept-îles (édifice du docteur-gérard-beaulieu),local community services centre (clsc),Ambulatory health care services,Province of Québec,,405,avenue brochu,G4R2W9,sept-îles,qc
7396,clsc de sutton,local community services centre (clsc),Ambulatory health care services,Province of Québec,,33,rue principale sud,J0E2K0,sutton,qc
7397,clsc de tadoussac,local community services centre (clsc),Ambulatory health care services,Province of Québec,,162,rue des jésuites,G0T2A0,tadoussac,qc
7398,clsc de thetford mines,local community services centre (clsc),Ambulatory health care services,Province of Québec,,17,rue notre-dame ouest,G6G1J1,thetford mines,qc
7399,clsc de thérèse-de blainville,local community services centre (clsc),Ambulatory health care services,Province of Québec,,125,rue duquet,J7E0A5,sainte-thérèse,qc
7400,clsc de tête-à-la-baleine,local community services centre (clsc),Ambulatory health care services,Province of Québec,,23,rue des cormorans,G0G2W0,tête-à-la-baleine côte-nord-du-golfe-du-saint-laurent,qc
7401,clsc de val-d'or,local community services centre (clsc),Ambulatory health care services,Province of Québec,,725,6e rue pavillon germain,J9P3Y1,val-dor,qc
7402,clsc de val-des-monts,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1884,route du carrefour,J8N7N5,val-des-monts,qc
7403,clsc de verdun,local community services centre (clsc),Ambulatory health care services,Province of Québec,,400,rue de l'église,H4G2M4,montréal,qc
7404,clsc de verdun à l'île-des-soeurs,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1,place du commerce,H3E1A2,montréal,qc
7405,clsc de villeray,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1425,rue jarry est,H2E1A7,montréal,qc
7406,clsc de waterloo,local community services centre (clsc),Ambulatory health care services,Province of Québec,,48,rue young,J0E2N0,waterloo,qc
7407,clsc de weedon,local community services centre (clsc),Ambulatory health care services,Province of Québec,,460,2e avenue,J0B3J0,weedon,qc
7408,clsc de wickham,local community services centre (clsc),Ambulatory health care services,Province of Québec,,893,rue moreau,J0C1S0,wickham,qc
7409,clsc des bois-francs,local community services centre (clsc),Ambulatory health care services,Province of Québec,,339,boulevard des bois-francs nord,G6P7B7,victoriaville,qc
7410,clsc des maskoutains (le) (point de chute aux quatre vents saint-jude),local community services centre (clsc),Ambulatory health care services,Province of Québec,,938,rue du centre,J0H1P0,saint-jude,qc
7411,clsc des maskoutains (le) (point de services centre-ville),local community services centre (clsc),Ambulatory health care services,Province of Québec,,1225,rue des cascades,J2S3H2,saint-hyacinthe,qc
7412,clsc des maskoutains (le) (saint-hyacinthe),local community services centre (clsc),Ambulatory health care services,Province of Québec,,1015,rue gauthier,J2S8T2,saint-hyacinthe,qc
7413,clsc des mille-îles,local community services centre (clsc),Ambulatory health care services,Province of Québec,,4731,boulevard lévesque est,H7C1M9,laval,qc
7414,clsc des patriotes beloeil,local community services centre (clsc),Ambulatory health care services,Province of Québec,,300,rue serge-pépin,J3G0B8,beloeil,qc
7415,clsc des patriotes centre de services saint-bruno,local community services centre (clsc),Ambulatory health care services,Province of Québec,,50,chemin de la rabastalière est,J3V2A5,saint-bruno-de-montarville,qc
7416,clsc des rivières (édifice christ-roi),local community services centre (clsc),Ambulatory health care services,Province of Québec,,900,boulevard wilfrid-hamel,G1M2R9,québec,qc
7417,clsc des seigneuries de boucherville,local community services centre (clsc),Ambulatory health care services,Province of Québec,,160,boulevard de montarville,J4B6S2,boucherville,qc
7418,clsc des seigneuries de contrecoeur,local community services centre (clsc),Ambulatory health care services,Province of Québec,,4700,route marie-victorin,J0L1C0,contrecoeur,qc
7419,clsc des seigneuries de saint-amable,local community services centre (clsc),Ambulatory health care services,Province of Québec,,555,rue principale,J0L1N0,saint-amable,qc
7420,clsc des seigneuries de sainte-julie,local community services centre (clsc),Ambulatory health care services,Province of Québec,,461,boulevard saint-joseph,J3E1W8,sainte-julie,qc
7421,clsc des seigneuries de varennes,local community services centre (clsc),Ambulatory health care services,Province of Québec,,2220,boulevard rené-gaultier,J3X1E3,varennes,qc
7422,clsc des seigneuries de varennes (points de chute),local community services centre (clsc),Ambulatory health care services,Province of Québec,,2082,route marie-victorin,J3X2C7,varennes,qc
7423,clsc des seigneuries de verchères,local community services centre (clsc),Ambulatory health care services,Province of Québec,,90,montée calixa-lavallée,J0L2R0,verchères,qc
7424,clsc desrosiers-langlois,local community services centre (clsc),Ambulatory health care services,Province of Québec,,821,rue de la soeur-marie-rose,J6V0E8,terrebonne,qc
7425,clsc dorion (soutien à domicile),local community services centre (clsc),Ambulatory health care services,Province of Québec,,1360,rue jean-talon est,H2E1S2,montréal,qc
7426,clsc du centre-de-la-mauricie,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1082,rue sainte-hélène,G9N2N1,shawinigan,qc
7427,clsc du centre-ville-de-saint-jérome,local community services centre (clsc),Ambulatory health care services,Province of Québec,,430,rue labelle,J7Z5L3,saint-jérôme,qc
7428,clsc du centre-ville-de-sept-îles,local community services centre (clsc),Ambulatory health care services,Province of Québec,,500,avenue jolliet,G4R2B4,sept-îles,qc
7429,clsc du fjord-à-l'anse-saint-jean,local community services centre (clsc),Ambulatory health care services,Province of Québec,,29,rue saint-jean-baptiste,G0V1J0,lanse-saint-jean,qc
7430,clsc du fjord-à-la-baie,local community services centre (clsc),Ambulatory health care services,Province of Québec,,800,rue aimé-gravel,G7B2M4,saguenay,qc
7431,clsc du lac-saint-louis,local community services centre (clsc),Ambulatory health care services,Province of Québec,,180,avenue cartier,H9S4S1,pointe-claire,qc
7432,clsc du plateau-mont-royal,local community services centre (clsc),Ambulatory health care services,Province of Québec,,4625,avenue de lorimier,H2H2B4,montréal,qc
7433,clsc du richelieu,local community services centre (clsc),Ambulatory health care services,Province of Québec,,300,chemin de marieville,J3L3V8,richelieu,qc
7434,clsc du ruisseau-papineau,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1665,rue du couvent,H7W3A8,laval,qc
7435,clsc et centre d'hebergement de bedford (clsc),local community services centre (clsc),Ambulatory health care services,Province of Québec,,34,rue saint-joseph,J0J1A0,bedford,qc
7436,clsc et centre d'hébergement de normandin,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1205,rue saint-cyrille,G8M4K1,normandin,qc
7437,clsc et centre d'hébergement petite-nation,local community services centre (clsc),Ambulatory health care services,Province of Québec,,14,rue saint-andré,J0V1W0,saint-andré-avellin,qc
7438,clsc et centre de jour de grenville,local community services centre (clsc),Ambulatory health care services,Province of Québec,,93,rue maple,J0V1J0,grenville,qc
7439,clsc et centre de réadaptation en déficience intellectuelle et en trouble du spectre de l’autisme de saint-gabriel-de-brandon,local community services centre (clsc),Ambulatory health care services,Province of Québec,,30,rue saint-gabriel,J0K2N0,saint-gabriel,qc
7440,clsc et centre de réadaptation en dépendance de saint-tite,local community services centre (clsc),Ambulatory health care services,Province of Québec,,750,rue du couvent,G0X3H0,saint-tite,qc
7441,clsc et centre de réadaptation en dépendance de sainte-genevieve-de-batiscan,local community services centre (clsc),Ambulatory health care services,Province of Québec,,90,rang de la rivière-à-veillet,G0X2R0,sainte-geneviève-de-batiscan,qc
7442,clsc et centre de réadaptation en dépendance de terrebonne - volet clsc - clinique des jeunes,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1045,chemin du coteau,J6W5Y8,terrebonne,qc
7443,clsc et centre de réadaptation en dépendance de terrebonne - volet crd,readaptation center,Nursing and residential care facilities,Province of Québec,,1045,chemin du coteau,J6W5Y8,terrebonne,qc
7444,clsc et centre de réadaptation saint-antoine,readaptation center,Nursing and residential care facilities,Province of Québec,,400,avenue bergeron aile b,G8H1K8,roberval,qc
7445,clsc et centre de services ambulatoires,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1922,rue saint-vallier,G0L1J0,pohénégamook,qc
7446,clsc et centre de services ambulatoires belvédère,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1095,rue belvédère sud,J1H4C6,sherbrooke,qc
7447,clsc et centre de services ambulatoires de vaudreuil-dorion,local community services centre (clsc),Ambulatory health care services,Province of Québec,,3031,boulevard de la gare,J7V9R2,vaudreuil-dorion,qc
7448,clsc et centre de services externes pour les ainés de plessisville,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1450,avenue trudelle,G6L3K4,plessisville,qc
7449,clsc et centre de services externes pour les aînés de saint-alexis-des-monts,local community services centre (clsc),Ambulatory health care services,Province of Québec,,10,rue jonathan,J0K1V0,saint-alexis-des-monts,qc
7450,clsc et chsld de beauceville (centre multiservices de santé et de services sociaux de beauceville),local community services centre (clsc),Ambulatory health care services,Province of Québec,,253,route 108,G5X2Z3,beauceville,qc
7451,clsc et chsld de lévis,local community services centre (clsc),Ambulatory health care services,Province of Québec,,99,rue du mont-marie,G6V0M4,lévis,qc
7452,clsc et chsld de montmagny,local community services centre (clsc),Ambulatory health care services,Province of Québec,,168,rue saint-joseph,G5V1H8,montmagny,qc
7453,clsc et chsld de saint-jean-port-joli,local community services centre (clsc),Ambulatory health care services,Province of Québec,,430,rue jean-leclerc,G0R3G0,saint-jean-port-joli,qc
7454,clsc et chsld de saint-prosper,local community services centre (clsc),Ambulatory health care services,Province of Québec,,2770,20e avenue,G0M1Y0,saint-prosper,qc
